Title,Genre,Premiere Date,Language,Country,IMDb Rating,IMDb Votes,Close Price
Fearless,Sport,2016-08-19,"Mandarin, Japanese, English","China, Hong Kong, United States",7.6,"77,090",95.87000274658203
Chef's Table: France,Culinary art,2016-09-02,French,France,8.3,"1,796",97.37999725341797
Roman Empire,Historical drama,2016-11-11,English,"Canada, United States",7.0,"8,394",114.77999877929688
Captive,Documentary,2016-12-09,English,"United States, Mexico",5.4,"7,054",122.87999725341797
Abstract: The Art of Design,Biography,2017-02-10,English,United States,8.3,"5,676",144.82000732421875
Five Came Back,Historical drama,2017-03-31,English,United States,8.3,"4,921",147.80999755859375
Hot Girls Wanted: Turned On,Documentary,2017-04-21,English,United States,6.6,"2,286",142.8699951171875
The Keepers,Crime drama,2017-05-19,English,United States,8.0,"23,469",157.02000427246094
Daughters of Destiny,Documentary,2017-07-28,English,United States,8.6,953,184.0399932861328
Fire Chasers,Documentary,2017-09-08,English,United States,6.6,391,176.4199981689453
The Confession Tapes,True crime,2017-09-08,English,United States,7.5,"5,534",176.4199981689453
Jack Whitehall: Travels with My Father,Travel documentary,2017-09-22,English,United Kingdom,7.6,"5,781",187.35000610351562
The Day I Met El Chapo,Biography,2017-10-20,"Spanish, English",United States,6.8,"1,140",194.16000366210938
Shot in the Dark,True crime,2017-11-17,Language,Country,IMDb Rating,IMDb Votes,193.1999969482422
Wormwood,Psychological drama,2017-12-15,English,United States,7.0,"4,433",190.1199951171875
72 Dangerous Animals: Latin America,Nature,2017-12-22,English,"Australia, United States",6.6,626,189.94000244140625
Dope,Documentary,2017-12-22,"English, Spanish",United States,7.2,"87,074",189.94000244140625
The Toys That Made Us,Documentary,2017-12-22,English,United States,7.9,"5,903",189.94000244140625
Rotten,Documentary,2018-01-05,English,United States,7.2,"3,904",209.99000549316406
Drug Lords,Documentary,2018-01-19,English,United States,6.8,"1,409",220.4600067138672
Dirty Money,Documentary,2018-01-26,English,United States,8.1,"9,688",274.6000061035156
Coach Snoop,Sport,2018-02-02,English,United States,6.8,621,267.42999267578125
First Team: Juventus,Sport,2018-02-16,Italian,United States,7.2,"2,160",278.5199890136719
Ugly Delicious,Travel documentary,2018-02-23,English,United States,7.8,"3,653",285.92999267578125
Flint Town,Documentary,2018-03-02,English,United States,7.8,"3,880",301.04998779296875
Girls Incarcerated,Documentary,2018-03-02,English,United States,7.3,"1,179",301.04998779296875
Wild Wild Country,Documentary,2018-03-16,English,United States,8.1,"32,493",318.45001220703125
Rapture,Documentary,2018-03-30,"English, French",United States,7.2,"1,039",
Bobby Kennedy for President,History,2018-04-27,English,United States,8.2,"1,911",311.760009765625
Evil Genius: The True Story of America's Most Diabolical Bank Heist,True crime,2018-05-11,English,United States,7.5,"29,440",326.4599914550781
Explained,Docuseries,2018-05-23,English,United States,8.0,"9,560",344.7200012207031
November 13: Attack on Paris,Documentary,2018-06-01,French,France,8.3,"3,410",359.92999267578125
Dark Tourist,Travel documentary,2018-07-20,English,New Zealand,7.5,"7,711",361.04998779296875
Marching Orders,Docuseries,2018-08-03,English,United States,6.2,259,343.0899963378906
72 Dangerous Animals: Asia,Nature,2018-08-10,,Australia,6.4,589,345.8699951171875
Afflicted,Docuseries,2018-08-10,"English, French, Italian","Canada, United States",6.2,"24,567",345.8699951171875
Follow This,Docuseries,2018-08-23,English,United States,5.0,728,339.1700134277344
First and Last,Docuseries,2018-09-07,,,6.7,465,348.67999267578125
Boca Juniors Confidential,Docuseries,2018-09-14,Spanish,Argentina,6.4,373,364.55999755859375
Salt Fat Acid Heat,Travel documentary,2018-10-11,,,7.7,"2,621",321.1000061035156
FightWorld,Travel documentary,2018-10-12,,,7.5,884,339.55999755859375
Terrorism Close Calls,Docuseries,2018-10-26,,"United States, Czech Republic",5.3,769,299.8299865722656
Medal of Honor,Docuseries,2018-11-09,English,United States,8.3,"1,806",303.4700012207031
Dogs,Docuseries,2018-11-16,Romanian,"Romania, France, Bulgaria, Qatar",7.0,"3,038",286.2099914550781
Vai Anitta,Docuseries,2018-11-16,"Portuguese, English, Spanish",Brazil,5.5,474,286.2099914550781
Inside the Real Narcos,Docuseries,2018-12-14,,,7.5,765,266.8399963378906
The Innocent Man,True crime,2018-12-14,English,United States,7.3,"6,197",266.8399963378906
7 Days Out,Docuseries,2018-12-21,English,United States,6.8,594,246.38999938964844
Murder Mountain,True crime,2018-12-28,English,United States,6.8,"3,360",256.0799865722656
Trigger Warning with Killer Mike,Docuseries,2019-01-18,,,7.0,"1,277",339.1000061035156
Conversations with a Killer: The Ted Bundy Tapes,True crime,2019-01-24,English,United States,7.7,"31,238",326.6700134277344
Examination of Conscience,True crime,2019-01-25,Spanish,Spain,7.8,462,338.04998779296875
Larry Charles' Dangerous World of Comedy,Docuseries,2019-02-15,,,7.3,602,356.8699951171875
Losers,Sport,2019-03-01,,,7.6,"1,877",357.32000732421875
Cricket Fever: Mumbai Indians,Sport,2019-03-01,,India,7.3,736,357.32000732421875
The Disappearance of Madeleine McCann,True crime,2019-03-15,"English, Portuguese, Spanish",United States,6.6,"11,178",361.4599914550781
Our Planet,Nature documentary,2019-04-05,English,"United States, United Kingdom",9.3,"45,321",365.489990234375
Street Food: Asia,Culinary art,2019-04-26,English,United States,7.9,"3,037",374.8500061035156
1994,Docuseries,2019-05-17,Italian,"Italy, Germany",7.5,831,354.45001220703125
Killer Ratings,Docuseries,2019-05-31,Portuguese,"United Kingdom, Brazil",7.6,"1,827",343.2799987792969
The Chef Show,Culinary art,2019-06-07,English,United States,8.2,"5,342",360.8699951171875
The Alcàsser Murders,True crime,2019-06-14,Spanish,Spain,7.0,"2,407",339.7300109863281
Exhibit A,True crime,2019-06-28,,United Kingdom,6.1,"2,918",367.32000732421875
The Last Czars,Docuseries,2019-07-03,English,United States,7.3,"8,917",381.7200012207031
The Family,Docuseries,2019-08-09,"English, French, Italian","France, United Kingdom, United States",6.3,"118,868",308.92999267578125
Happy Jail,Docuseries,2019-08-14,,,6.9,260,299.1099853515625
Diagnosis,Docuseries,2019-08-16,English,United States,7.7,"1,199",302.79998779296875
"The Mind, Explained",Docuseries,2019-09-12,English,United States,8.0,"5,654",288.8599853515625
Inside Bill's Brain: Decoding Bill Gates,Docuseries,2019-09-20,English,United States,7.8,"11,287",270.75
Living Undocumented,Docuseries,2019-10-02,"English, Spanish",United States,7.0,595,268.0299987792969
Unnatural Selection,Docuseries,2019-10-18,English,United States,7.9,"2,078",275.29998779296875
"Breakfast, Lunch & Dinner",Docuseries,2019-10-23,English,United States,6.7,"1,107",271.2699890136719
The Devil Next Door,Docuseries,2019-11-04,"English, Hebrew, German, Ukrainian",United States,7.5,"14,107",292.8599853515625
Maradona in Mexico,Sport,2019-11-13,Spanish,"Argentina, United States, Mexico",7.2,"1,167",283.1099853515625
Who Killed Little Gregory?,Docuseries,2019-11-20,French,France,7.4,"3,112",305.1600036621094
Narcoworld: Dope Stories,Docuseries,2019-11-22,English,United States,6.5,349,310.4800109863281
Broken,Docuseries,2019-11-27,English,United Kingdom,7.2,"14,472",315.92999267578125
The Movies That Made Us,Docuseries,2019-11-29,English,United States,7.6,"6,761",314.6600036621094
The Confession Killer,True crime,2019-12-06,English,United States,7.4,"9,706",307.3500061035156
Don't F**k with Cats: Hunting an Internet Killer,True crime,2019-12-18,English,United Kingdom,8.0,"56,829",320.79998779296875
Kevin Hart: Don't F**k This Up,Docuseries,2019-12-27,English,United States,6.5,"2,081",329.0899963378906
Arashi's Diary -Voyage-,Docuseries,2019-12-31,Japanese,Japan,7.8,46,323.57000732421875
"Sex, Explained",Docuseries,2020-01-02,English,United States,6.9,"3,382",329.80999755859375
Cheer,Docuseries,2020-01-08,English,United States,8.1,"6,587",339.260009765625
Killer Inside: The Mind of Aaron Hernandez,True crime,2020-01-15,English,United States,7.4,"18,001",339.07000732421875
Pandemic: How to Prevent an Outbreak,Docuseries,2020-01-22,English,United States,6.4,"2,825",326.0
Night on Earth,Nature documentary,2020-01-29,"English, French, Italian, Finnish, German","France, United Kingdom, Germany, United States, Japan",7.7,"62,437",343.1600036621094
The Pharmacist,Docuseries,2020-02-05,English,United States,7.7,"7,829",369.6700134277344
Babies,Docuseries,2020-02-21,"English, Japanese, Mongolian",France,7.0,"7,300",380.07000732421875
The Trials of Gabriel Fernandez,Docuseries,2020-02-26,English,United States,8.1,"12,405",379.239990234375
"Tiger King: Murder, Mayhem and Madness",Docuseries,2020-03-20,,,,,332.8299865722656
How to Fix a Drug Scandal,True crime,2020-04-01,English,United States,7.0,"3,508",364.0799865722656
The Innocence Files,Docuseries,2020-04-15,English,United States,7.9,"2,912",426.75
Absurd Planet,Nature documentary,2020-04-22,English,United States,3.9,"1,574",421.4200134277344
"Coronavirus, Explained",Docuseries,2020-04-26,English,United States,7.6,"2,351",
Trial by Media,Docuseries,2020-05-11,English,United States,7.1,"3,353",440.5199890136719
History 101,Docuseries,2020-05-22,English,United Kingdom,6.8,"4,608",429.32000732421875
Jeffrey Epstein: Filthy Rich,Docuseries,2020-05-27,English,United States,7.1,"26,087",419.8900146484375
Lenox Hill,Docuseries,2020-06-10,English,United States,8.7,"2,608",434.4800109863281
Home Game,Docuseries,2020-06-26,English,United States,7.0,924,443.3999938964844
The Business of Drugs,Docuseries,2020-07-14,English,United States,7.2,"1,768",524.8800048828125
Street Food: Latin America,Docuseries,2020-07-21,"Spanish, Portuguese, English",United States,7.8,"1,487",490.1000061035156
Fear City: New York vs The Mafia,Docuseries,2020-07-22,English,United States,7.1,"7,856",489.82000732421875
Connected,Docuseries,2020-08-02,"Cantonese, Mandarin, English","China, Hong Kong",6.6,"2,388",
Immigration Nation,Docuseries,2020-08-03,English,United States,7.6,"1,174",498.6199951171875
Mystery Lab,Docuseries,2020-08-04,Portuguese,Brazil,7.4,835,509.6400146484375
World's Most Wanted,Docuseries,2020-08-05,English,United States,7.1,"2,723",502.1099853515625
Tiny Creatures,Nature documentary,2020-08-07,English,United States,5.1,"1,328",494.7300109863281
High Score,Docuseries,2020-08-19,English,United States,7.4,"8,380",484.5299987792969
Chef's Table: BBQ,Culinary art,2020-09-02,English,United States,7.8,"1,142",552.8400268554688
La Línea: Shadow of Narco,Docuseries,2020-09-09,Spanish,Spain,6.4,431,500.19000244140625
Challenger: The Final Flight,Docuseries,2020-09-16,English,United States,7.8,"7,404",483.8599853515625
The Playbook,Docuseries,2020-09-22,English,United States,7.4,"1,563",491.1700134277344
A Perfect Crime,Docuseries,2020-09-25,German,Germany,7.3,"1,555",482.8800048828125
"Whose Vote Counts, Explained",Docuseries,2020-09-28,English,United States,7.3,"1,244",490.6499938964844
Song Exploder,Docuseries,2020-10-02,English,United States,7.4,833,503.05999755859375
Bad Boy Billionaires: India,Docuseries,2020-10-05,English,India,7.9,"3,269",520.6500244140625
Deaf U,Coming-of-age documentary,2020-10-09,English,United States,6.4,492,539.4400024414062
Move,Docuseries,2020-10-23,German,Germany,6.6,"1,382",488.2799987792969
Carmel: Who Killed Maria Marta?,True crime,2020-11-05,Spanish,Argentina,7.0,"2,611",513.760009765625
Trial 4,Docuseries,2020-11-11,English,United States,7.4,"2,197",490.760009765625
Voices of Fire,Docuseries,2020-11-20,English,United States,6.9,405,488.239990234375
Alien Worlds,Docuseries,2020-12-02,"English, Ukrainian",United Kingdom,6.5,"3,878",503.3800048828125
Room 2806: The Accusation,Docuseries,2020-12-07,French,France,7.0,"2,412",515.780029296875
The Surgeon's Cut,Docuseries,2020-12-09,English,United States,8.5,"1,108",493.6000061035156
Anitta: Made In Honório,Docuseries,2020-12-16,Portuguese,Brazil,6.9,428,524.8300170898438
Break it All: The History of Rock in Latin America,Docuseries,2020-12-16,Spanish,,7.6,"1,300",524.8300170898438
The Ripper,Docuseries,2020-12-16,English,United Kingdom,7.1,"10,082",524.8300170898438
SanPa: Sins of the Savior,Docuseries,2020-12-30,Italian,Italy,7.8,"1,625",524.5900268554688
Headspace Guide to Meditation,Docuseries,2021-01-01,English,United States,8.4,"1,728",
History of Swear Words,Docuseries,2021-01-05,English,United States,6.4,"5,236",520.7999877929688
Surviving Death,Docuseries,2021-01-06,English,United States,6.2,"2,208",500.489990234375
Pretend It's a City,Docuseries,2021-01-08,English,United States,8.0,"7,885",510.3999938964844
Night Stalker: The Hunt For a Serial Killer,True crime,2021-01-13,"English, Spanish",United States,7.5,"27,785",507.7900085449219
Spycraft,Docuseries,2021-01-20,English,United States,6.7,"2,262",586.3400268554688
We Are: The Brooklyn Saints,Sport,2021-01-29,English,United States,6.5,170,532.3900146484375
Crime Scene: The Vanishing at the Cecil Hotel,True crime,2021-02-10,"English, Spanish",United States,6.0,"18,754",563.5900268554688
Amend: The Fight for America,Docuseries,2021-02-17,English,United States,7.9,"1,445",551.3400268554688
Murder Among the Mormons,True crime,2021-03-03,English,United States,7.0,"6,873",520.7000122070312
Nevenka: Breaking the Silence,True crime,2021-03-05,Spanish,Spain,6.9,707,516.3900146484375
The Houseboat,Docuseries,2021-03-09,German,Germany,7.1,"1,279",506.44000244140625
The Lost Pirate Kingdom,Docuseries,2021-03-15,English,"United States, United Kingdom",6.6,"3,103",520.25
Worn Stories,Docuseries,2021-04-01,English,United States,6.7,329,539.4199829101562
This Is a Robbery: The World's Biggest Art Heist,True crime,2021-04-07,,,,,546.989990234375
My Love: Six Stories of True Love,Docuseries,2021-04-13,"Portuguese, Japanese, English, Marathi, Spanish","United States, Brazil, Japan, Spain, India",7.4,320,553.72998046875
Headspace Guide to Sleep,Docuseries,2021-04-28,English,United States,6.8,523,506.5199890136719
The Sons of Sam: A Descent Into Darkness,True crime,2021-05-05,English,United States,7.0,"9,423",496.0799865722656
"Money, Explained",Docuseries,2021-05-11,English,United States,6.9,"2,493",495.0799865722656
Penguin Town,Docuseries,2021-06-16,English,South Africa,7.9,933,492.4100036621094
Sophie: A Murder in West Cork,True crime,2021-06-30,"English, French",United Kingdom,6.8,"5,676",528.2100219726562
Cat People,Docuseries,2021-07-07,"English, Czech, Serbian",United States,7.2,"24,115",535.9600219726562
Elize Matsunaga: Once Upon a Crime,True crime,2021-07-08,Portuguese,Brazil,5.9,"2,355",530.760009765625
How to Become a Tyrant,Docuseries,2021-07-09,English,United States,7.4,"9,781",535.97998046875
Heist,True crime,2021-07-14,English,"Canada, United States",6.5,"37,952",547.9500122070312
Naomi Osaka,Docuseries,2021-07-16,English,United States,6.3,"1,373",530.3099975585938
Myth & Mogul: John DeLorean,Docuseries,2021-07-30,English,United States,6.8,"1,182",517.5700073242188
Cocaine Cowboys: The Kings of Miami,True crime,2021-08-04,English,United States,7.1,"2,945",517.3499755859375
John of God: The Crimes of a Spiritual Healer,True crime,2021-08-25,Portuguese,Brazil,6.5,933,547.5800170898438
Turning Point: 9/11 and the War on Terror,Docuseries,2021-09-01,English,United States,7.9,"10,055",582.0700073242188
Countdown: Inspiration4 Mission to Space,Docuseries,2021-09-06,English,United States,7.8,"2,002",
Crime Stories: India Detectives,True crime,2021-09-22,Kannada,India,7.1,"1,105",590.6500244140625
Monsters Inside: The 24 Faces of Billy Milligan,True crime,2021-09-22,"English, French",United States,6.2,"4,189",590.6500244140625
"Vendetta: Truth, Lies and The Mafia",True crime,2021-09-24,,,,,592.3900146484375
A Sinister Sect: Colonia Dignidad,True crime,2021-10-01,,,,,613.1500244140625
Bad Sport,Sport/True crime,2021-10-06,English,United States,7.3,"2,562",639.0999755859375
House of Secrets: The Burari Deaths,Docuseries,2021-10-08,"Hindi, English",India,7.4,"11,399",632.6599731445312
The Raincoat Killer: Chasing a Predator in Korea,True crime,2021-10-22,"Korean, English","South Korea, Singapore",6.4,"2,657",664.780029296875
The Motive,True crime,2021-10-28,"Spanish, English","Spain, Mexico",6.5,"6,291",674.0499877929688
Where is Marta?,True crime,2021-11-05,Spanish,Spain,6.8,"1,468",645.719970703125
Your Life is a Joke,Docuseries,2021-11-09,German,Germany,5.5,89,655.989990234375
Animal,Nature docuseries,2021-11-10,English,United States,4.6,"7,167",646.9099731445312
Reasonable Doubt: A Tale of Two Kidnappings,True crime,2021-11-23,Spanish,Mexico,7.6,222,654.0599975585938
Dig Deeper: The Disappearance of Birgit Meier,True crime,2021-11-26,,,,,665.6400146484375
Voir,Docuseries,2021-12-06,English,United States,6.8,"1,517",612.6900024414062
Tiger King: The Doc Antle Story,Docuseries,2021-12-10,English,United States,6.2,"1,807",611.6599731445312
Stories of a Generation – with Pope Francis,Docuseries,2021-12-25,English,Italy,7.5,255,
Crime Scene: The Times Square Killer,True crime,2021-12-29,English,United States,6.5,"4,966",610.5399780273438
The Puppet Master: Hunting the Ultimate Conman,True crime,2022-01-18,English,United Kingdom,6.9,"7,602",510.79998779296875
Heavenly Bites: Mexico,Docuseries,2022-01-19,Spanish,Mexico,6.3,213,515.8599853515625
Midnight Asia: Eat. Dance. Dream.,Travel documentary,2022-01-20,,,,,508.25
Neymar: The Perfect Chaos,Sport,2022-01-25,"Portuguese, English","United States, Brazil",6.6,"3,950",366.4200134277344
Jeen-Yuhs: A Kanye Trilogy,Docuseries,2022-02-16,English,United States,8.0,"9,784",398.0799865722656
Race: Bubba Wallace,Sport,2022-02-22,English,United States,6.5,511,377.3800048828125
Worst Roommate Ever,True crime,2022-03-01,English,United States,7.0,"8,985",386.239990234375
The Andy Warhol Diaries,Docuseries,2022-03-09,English,United States,7.7,"2,366",358.7900085449219
Bad Vegan: Fame. Fraud. Fugitives.,Docuseries,2022-03-16,English,United States,5.9,"7,521",357.5299987792969
The Great Robbery of Brazil's Central Bank,True crime,2022-03-16,Portuguese,Brazil,6.4,636,357.5299987792969
The Principles of Pleasure,Docuseries,2022-03-22,English,United States,5.9,"1,453",382.9200134277344
800 Meters,Docuseries,2022-03-25,"Spanish, Arabic, Catalan",Spain,7.0,735,373.8500061035156
Johnny Hallyday: Beyond Rock,Docuseries,2022-03-29,French,France,7.2,142,391.82000732421875
Jimmy Savile: A British Horror Story,Docuseries,2022-04-06,English,"United Kingdom, United States",6.7,"8,146",368.3500061035156
Senzo: Murder of a Soccer Star,True crime,2022-04-07,English,South Africa,5.4,246,362.1499938964844
Our Great National Parks,Docuseries,2022-04-13,English,United States,8.1,"2,463",350.42999267578125
Conversations with a Killer: The John Wayne Gacy Tapes,True crime,2022-04-20,English,United States,7.1,"11,039",226.19000244140625
Meltdown: Three Mile Island,Docuseries,2022-05-04,English,United States,6.8,"4,575",204.00999450683594
Wild Babies,Nature docuseries,2022-05-05,English,United Kingdom,7.7,747,188.32000732421875
The G Word with Adam Conover,Docuseries,2022-05-19,English,United States,6.6,"1,044",183.47999572753906
Mr. Good: Cop or Crook?,True crime,2022-06-03,Norwegian,Norway,6.8,572,198.97999572753906
Keep Sweet: Pray and Obey,True crime,2022-06-08,English,United States,7.3,"13,835",202.8300018310547
"Web of Make Believe: Death, Lies and the Internet",Docuseries,2022-06-15,English,United States,6.5,"2,085",180.11000061035156
The Future Of,Docuseries,2022-06-21,English,United States,5.4,467,170.91000366210938
The Hidden Lives of Pets,Docuseries,2022-06-22,English,United Kingdom,7.2,836,178.88999938964844
How to Change Your Mind,Docuseries,2022-07-12,English,United States,7.9,"2,530",174.4499969482422
D. B. Cooper: Where Are You?!,True crime,2022-07-13,,,,,176.55999755859375
Indian Predator: The Butcher of Delhi,True crime,2022-07-20,Hindi,India,6.0,"2,406",216.44000244140625
Street Food: USA,Docuseries,2022-07-26,English,United States,6.8,585,213.91000366210938
The Most Hated Man on the Internet,Docuseries,2022-07-27,English,United Kingdom,6.8,"7,163",226.75
Trainwreck: Woodstock '99,Docuseries,2022-08-03,English,United States,7.4,"18,614",226.72999572753906
I Just Killed My Dad,True crime,2022-08-09,English,United States,6.7,"5,599",229.94000244140625
Untold: The Girlfriend Who Didn't Exist,Docuseries,2022-08-16,English,United States,7.2,"6,745",245.69000244140625
A Kidnapping Scandal: The Florence Cassez Affair,True crime,2022-08-25,Spanish,Mexico,7.0,394,233.97999572753906
Club América vs Club América,Sport,2022-08-31,Spanish,Mexico,,114,223.55999755859375
Chef's Table: Pizza,Culinary art,2022-09-07,English,United States,7.2,747,228.9600067138672
Indian Predator: The Diary of a Serial Killer,True crime,2022-09-07,Hindi,India,6.3,"2,011",228.9600067138672
Sins of Our Mother,Docuseries,2022-09-14,English,United States,7.0,"5,044",224.1199951171875
Terim,Docuseries,2022-09-15,"Turkish, English, Italian",Turkey,6.7,"5,374",235.3800048828125
Fortune Seller: A TV Scam,True crime,2022-09-21,Italian,Italy,6.7,830,236.8699951171875
The Real Bling Ring: Hollywood Heist,True crime,2022-09-21,English,"United States, United Kingdom",5.7,"1,694",236.8699951171875
Eat the Rich: The GameStop Saga,Docuseries,2022-09-28,English,United States,6.2,"3,400",245.1999969482422
Human Playground,Docuseries,2022-09-30,English,United States,6.8,693,235.44000244140625
Aftershock: Everest and the Nepal Earthquake,Docuseries,2022-10-06,"English, Nepali",United Kingdom,7.3,"3,148",240.02000427246094
Conversations with a Killer: The Jeffrey Dahmer Tapes,True crime,2022-10-07,English,United States,7.3,"7,410",224.75
Island of the Sea Wolves,Nature documentary,2022-10-12,English,United Kingdom,7.8,714,220.8699951171875
Sue Perkins: Perfectly Legal,Docuseries,2022-10-13,"English, Spanish",United Kingdom,6.8,224,232.50999450683594
Take 1,Docuseries,2022-10-14,Korean,South Korea,7.4,61,230.0
Vatican Girl: The Disappearance of Emanuela Orlandi,True crime,2022-10-20,"English, Italian","United Kingdom, Italy",7.1,"3,838",268.1600036621094
Earthstorm,Docuseries,2022-10-27,English,"United States, Canada",3.5,"2,098",296.94000244140625
Indian Predator: Murder in a Courtroom,True crime,2022-10-28,,India,7.2,612,295.7200012207031
My Encounter with Evil,True crime,2022-10-28,Spanish,Mexico,4.6,200,295.7200012207031
Killer Sally,True crime,2022-11-03,English,United States,6.7,"4,696",269.05999755859375
FIFA Uncovered,Sport,2022-11-09,English,United States,7.4,"5,647",254.66000366210938
"Pepsi, Where's My Jet?",Docuseries,2022-11-17,English,United States,7.0,"9,365",295.2799987792969
Crime Scene: The Texas Killing Fields,Docuseries,2022-11-29,English,United States,6.6,"3,131",280.9599914550781
Harry & Meghan,Docuseries,2022-12-08,English,United States,4.9,"22,002",310.260009765625
Beast of Bangalore: Indian Predator,Docuseries,2022-12-16,,India,6.1,425,290.7099914550781
Madoff: The Monster of Wall Street,True crime,2023-01-04,English,United States,7.3,"5,390",309.4100036621094
Gunther's Millions,Docuseries,2023-02-01,English,United States,5.6,651,361.989990234375
Bill Russell: Legend,Docuseries,2023-02-08,English,United States,7.9,948,366.8299865722656
Murdaugh Murders: A Southern Scandal,True crime,2023-02-22,,,,,334.8800048828125
Monique Olivier: Accessory to Evil,True crime,2023-03-02,,,,,311.8800048828125
MH370: The Plane That Disappeared,Docuseries,2023-03-08,,,,,311.7900085449219
Waco: American Apocalypse,Docuseries,2023-03-22,,,,,293.8999938964844
White Rabbit Project,Science investigation,2016-12-09,English,United States,6.9,"1,695",122.87999725341797
Chasing Cameron,Celebrity,2016-12-27,English,United States,3.8,553,128.35000610351562
Ultimate Beastmaster,Competition,2017-02-24,"English, Spanish, Korean, Japanese, German, Portuguese","United States, Brazil, South Korea, Mexico, Japan, Germany",7.2,"2,607",143.25
Nailed It!,Baking competition,2018-03-09,English,United States,7.4,"5,092",331.44000244140625
Fastest Car,Motoring,2018-04-06,English,United States,7.1,"1,390",288.8500061035156
Cooking on High,Cooking show,2018-06-22,English,United States,5.0,480,411.0899963378906
Sugar Rush,Baking competition,2018-07-13,English,United Kingdom,7.7,"4,169",395.79998779296875
Amazing Interiors,Reality,2018-07-20,English,United Kingdom,6.6,847,361.04998779296875
Magic for Humans,Reality,2018-08-17,English,United States,7.2,"3,558",316.7799987792969
Stay Here,Reality,2018-08-17,English,United States,7.5,"1,148",316.7799987792969
Car Masters: Rust to Riches,Reality,2018-09-14,English,United States,8.4,"11,063",364.55999755859375
Battlefish,Reality,2018-09-21,,,7.1,469,361.19000244140625
Made in Mexico,Reality,2018-09-28,"Spanish, English",United States,3.9,778,374.1300048828125
Dancing Queen,Celebrity,2018-10-05,,,7.1,"1,660",351.3500061035156
Haunted,Horror,2018-10-19,English,"United Kingdom, United States",6.2,"6,963",332.6700134277344
Westside,Music,2018-11-09,English,New Zealand,8.0,699,303.4700012207031
The Final Table,Culinary competition,2018-11-20,English,United States,7.6,"4,435",266.9800109863281
Death by Magic,Reality,2018-11-30,English,United States,6.1,700,286.1300048828125
Tidying Up with Marie Kondo,Reality show,2019-01-01,"English, Japanese",United States,6.6,"3,756",
Nailed It! Mexico,Reality,2019-02-08,Spanish,Mexico,6.3,324,347.57000732421875
Dating Around,Reality,2019-02-14,,,6.4,"1,252",359.07000732421875
You vs. Wild,Interactive reality,2019-04-10,English,United States,6.6,"2,721",363.9200134277344
Flinch,Game show,2019-05-03,English,United Kingdom,4.3,767,385.0299987792969
Jailbirds,Reality television,2019-05-10,German,Germany,5.9,"1,660",361.0400085449219
Awake: The Million Dollar Game,Reality television,2019-06-14,English,United States,6.0,842,339.7300109863281
Extreme Engagement,Reality television,2019-07-12,,,5.7,395,373.25
Basketball or Nothing,Reality competition,2019-08-02,,United States,7.3,670,318.8299865722656
Hyperdrive,Reality competition,2019-08-21,English,United States,8.0,"2,748",297.80999755859375
Styling Hollywood,Reality television,2019-08-30,,,6.6,379,293.75
Nailed It! France,Reality competition,2019-10-25,French,France,6.6,119,276.82000732421875
Nailed It! Spain,Reality competition,2019-10-25,Spanish,Spain,5.8,100,276.82000732421875
Prank Encounters,Prank show,2019-10-25,English,United States,5.3,"2,940",276.82000732421875
I'm with the Band: Nasty Cherry,Reality television,2019-11-15,,United States,6.5,170,295.0299987792969
No Time for Shame,Reality television,2019-11-19,Spanish,Argentina,5.9,86,302.6000061035156
Singapore Social,Reality,2019-11-22,English,"Singapore, United States",4.6,"1,426",310.4800109863281
Sugar Rush Christmas,Baking competition,2019-11-29,English,United States,6.9,654,314.6600036621094
Until Dawn,Reality competition,2020-01-10,French,France,2.5,151,329.04998779296875
Nailed It! Germany,Reality competition,2020-01-17,German,Germany,5.9,109,339.6700134277344
The Goop Lab with Gwyneth Paltrow,Reality television,2020-01-24,,,,,353.1600036621094
What the Love! with Karan Johar,Dating show,2020-01-30,,United States,3.9,283,347.739990234375
The Circle Brazil,Reality competition,2020-03-11,Portuguese,"Brazil, United Kingdom",6.8,817,349.9200134277344
100 Humans,Reality competition,2020-03-13,English,United States,5.8,"4,363",336.29998779296875
The Circle France,Reality competition,2020-04-09,,"France, United Kingdom",7.4,766,370.7200012207031
Cooked with Cannabis,Reality competition,2020-04-20,English,United States,6.6,405,437.489990234375
The Big Flower Fight,Reality competition,2020-05-18,English,United Kingdom,7.4,"1,298",452.5799865722656
Floor Is Lava,Game show,2020-06-19,English,United States,5.3,"2,729",453.7200012207031
Twogether,Travel reality,2020-06-26,"Mandarin, Korean",South Korea,8.4,523,443.3999938964844
Say I Do,Reality,2020-07-01,English,United States,7.9,561,485.6400146484375
Southern Survival,Reality,2020-07-03,English,United States,5.3,484,
Dating Around: Brazil,Reality,2020-07-10,Portuguese,Brazil,5.3,140,548.72998046875
Skin Decision: Before and After,Reality,2020-07-15,English,United States,5.9,430,523.260009765625
Sing On! Spain,Singing contest,2020-07-24,Spanish,Spain,6.3,141,480.45001220703125
Sing On! Germany,Singing contest,2020-08-07,German,Germany,5.6,148,494.7300109863281
(Un)well,Reality,2020-08-12,English,United States,6.4,"1,137",475.4700012207031
DeMarcus Family Rules,Reality,2020-08-19,English,United States,6.5,113,484.5299987792969
Million Dollar Beach House,Reality,2020-08-26,English,United States,4.2,859,547.530029296875
Get Organized with The Home Edit,Reality,2020-09-09,English,United States,5.5,"1,674",500.19000244140625
Sing On!,Singing contest,2020-09-16,English,United States,6.5,448,483.8599853515625
